pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4944	Mężczyzna w niebieskiej koszulce robi zdjęcie aparatem fotograficznym .	Zdjęcie jest robione aparatem fotograficznym przez mężczyznę w niebieskiej koszulce .	5.0	ENTAILMENT
4945	Kobieta idzie z psem na smyczy , podtrzymując za rękę dziewczynkę jadącą monocyklem .	Rozebrany chłopiec moczy się w wodzie z fontanny .	0.17	NEUTRAL
4947	Mężczyzna stoi samotnie na łodzi , która płynie w pobliżu wysokiego muru .	Mężczyzna stoi samotnie na łodzi płynącej w pobliżu wysokiego muru .	4.67	ENTAILMENT
4948	Biało - czarny ptak unosi się na wodzie z rozpostartymi skrzydłami ze zdobyczą w dziobie .	Szary ptak unosi się na wodzie z rozpostartymi skrzydłami , trzymając coś w dziobie , a dalej płynie drugi ptak .	3.17	NEUTRAL
4949	Młoda kobieta siedzi w sportowym kajaku , oglądając się do tyłu .	Mężczyzna w kapeluszu podskakuje obok jasnobrązowego konia .	0.17	NEUTRAL
4950	Starszy pan w kapeluszu siedzi na ławce z jedną nogą założoną na drugą .	Starszy mężczyzna w okularach i kapeluszu nie siedzi na brzegu ławki pod drzewem .	3.17	NEUTRAL
4951	Nikt nie stoi , patrząc przed siebie .	Dziewczynka z rolkami na nogach stoi na skraju zarośli .	1.0	NEUTRAL
4953	Osoba w obcisłym sportowym stroju jedzie na łyżwach pochylona do przodu , z uniesioną do góry ręką .	Człowiek w kombinezonie i okularach jedzie pochylony na łyżwach , z jedną ręką uniesioną do góry .	4.0	NEUTRAL
4954	Mężczyzna w białej czapce i fartuchu stoi obok dużych kawałków mięsa , które są upieczone .	Mężczyzna w koszuli z krawatem i w jasnej kurtce idzie , popijając napój z butelki .	0.67	NEUTRAL
4955	Snowboardzista skacze wysoko nad ośnieżonym stokiem .	Snowboardzista skacze wysoko nad stokiem , który jest ośnieżony .	4.67	ENTAILMENT
4956	Trzy osoby , które są w jednakowych srebrnych strojach , przejeżdżają rowerami przez przejście dla pieszych .	Trzy osoby w srebrnych kombinezonach przejeżdżają przez ulicę na rowerach .	4.17	NEUTRAL
4957	Szary ptak z długim dziobem frunie nisko nad podobnymi ptakami nad brzegiem wody .	Mężczyzna w kowbojskim stroju podskakuje na chodniku , patrząc na stojącego obok łabędzia .	0.33	NEUTRAL
4958	Dwie kobiety i mężczyzna siedzą .	Dwie kobiety i mężczyzna siedzą przy zastawionym stole pod ścianą , na której wisi dużo zdjęć .	3.5	ENTAILMENT
4959	Kobieta o długich włosach karmi małe dziecko przy stole .	Kobieta siedzi przy stole , który jest zastawiony , z chłopcem na kolanach i podaje mu jedzenie do ust .	3.33	NEUTRAL
4960	Mężczyzna jest przerzucany na ringu przez drugiego mężczyznę w koszuli w kratę .	Mężczyzna w koszuli w kratę przerzuca nad sobą drugiego mężczyznę na ringu .	4.83	ENTAILMENT
4961	Kilka młodych kobiet w kolorowych sukienkach stoi obok siebie na okrągłej scenie .	Dziewczyna z aparatem fotograficznym w ręku z kapturem na głowie stoi obok drugiej osoby , trzymając w rękach tort ze świeczkami .	0.33	NEUTRAL
4962	Załadowany ludźmi samochód jedzie po drodze asfaltowej .	Trzej mężczyźni , którzy są uczepieni z tyłu samochodu , który jest zatłoczony , jadą .	2.5	NEUTRAL
4963	Dziura jest wiercona w asfalcie przez mężczyznę w kasku i kamizelce odblaskowej .	Mężczyzna w kasku i kamizelce odblaskowej wierci dziurę w asfalcie .	5.0	ENTAILMENT
4964	Mężczyzna w jasnych spodniach pozuje do zdjęcia , stojąc na piasku .	Mężczyzna w eleganckim , czarnym ubraniu pozuje do zdjęcia , stojąc na piasku .	3.33	NEUTRAL
4965	Stojąca na tle wody kobieta w czarnej koszulce w jednej ręce trzyma cienki kij , w drugiej trzymając rybi łeb na żyłce .	Stojąca na tle wody kobieta w czarnej koszulce w jednej ręce trzyma cienki kij , a w drugiej trzyma rybi łeb na żyłce .	5.0	ENTAILMENT
4966	Dziewczyna w czerwonej bluzce gra na gitarze i śpiewa , kierując twarz ku słońcu .	Młoda kobieta śpiewa i gra na gitarze w słoneczny dzień .	3.83	NEUTRAL
4967	Jasnobrązowy i czarny pies bawią się ze sobą na trawie .	Pęknięta piłka jest trzymana na łące przez jednego psa w pysku , a drugi okrąża go z otwartym pyskiem .	2.5	NEUTRAL
4968	Ciemnoskóra dziewczynka skacze na skakance w pobliżu zaparkowanych samochodów .	Dziewczynka skacze na skakance na parkingu .	3.67	NEUTRAL
4969	Mężczyzna w czerwonej kurtce i krótkich spodenkach stoi na barierce na skale , za którą jest wybieg dla konia .	Mężczyzna w kasku i kamizelce wiosłuje w kajaku po wzburzonej wodzie .	0.5	NEUTRAL
4970	Grupa osób patrzy na kobietę wykonującą skok w dal .	Mężczyzna z mikrofonem stoi na scenie obok mężczyzny w garniturze , który gra na skrzypcach .	0.0	NEUTRAL
4971	Na strzelnicy nikt nie strzela z pistoletu do tarczy z kształtem człowieka .	Dziewczyna w słuchawkach ochronnych na uszach celuje z broni do tarczy na strzelnicy .	2.17	NEUTRAL
4972	Ciemnoskóry mężczyzna o długich włosach przejeżdża na rolkach po drewnianej konstrukcji .	Ciemnoskóry mężczyzna o długich włosach nie przejeżdża na rolkach po drewnianej konstrukcji .	3.5	CONTRADICTION
4973	Dwaj mężczyźni w ochronnych kaskach na głowie nie siedzą na elemencie konstrukcyjnym budynku .	Dwaj mężczyźni w ochronnych kaskach na głowie siedzą na elemencie konstrukcyjnym budynku .	3.5	CONTRADICTION
4975	Duży pies z obrożą na szyi biegnie po wysokiej trawie .	Pies biegnie wśród wysokiej trawy .	3.83	NEUTRAL
4976	Mężczyzna siedzący na krześle śpi oparty o regał z książkami .	Siedzący na krześle mężczyzna , który jest oparty o regał z książkami , śpi .	5.0	ENTAILMENT
4978	Cztery kobiety w kaskach i ochraniaczach ścigają się na wrotkach .	Dziewczyna w kapeluszu stoi po kostki w wodzie , trzymając w rękach sito .	0.0	NEUTRAL
4979	Dwóch ubranych na czarno mężczyzn stoi z motocyklami na parkingu .	Dwóch ubranych na czarno mężczyzn stoi na kawałku drewna leżącym w płytkiej wodzie na parkingu .	2.83	NEUTRAL
4980	Mały chłopiec biegnie po trawie wzdłuż ogrodzenia , trzymając na smyczy dużego psa o długiej sierści .	Dwa psy w wodzie jednocześnie trzymają w pyskach biało - niebieski przedmiot .	0.5	NEUTRAL
4981	Kilka osób spędza czas na górce , która jest pokryta śniegiem .	Kilka osób spędza czas na górce pokrytej śniegiem .	5.0	ENTAILMENT
4982	Biała kaczka stoi w wodzie z rozpostartymi skrzydłami .	Biała kaczka stoi w wodzie ze skrzydłami , które są rozpostarte .	4.83	ENTAILMENT
4984	Mężczyzna w czarnym kombinezonie spada z deski surfingowej pod wysoką falą .	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby .	0.5	NEUTRAL
4987	Dziewczynka w ciemnych okularach stoi na śniegu , na nartach biegowych .	Żadna dziewczynka nie stoi na śniegu , na nartach biegowych .	3.83	CONTRADICTION
4988	Nikt nie pływa w wodzie .	Mężczyzna w okularach ochronnych i czepku na głowie pływa w wodzie .	3.33	CONTRADICTION
4990	Kobieta jedzie na motorze .	Kilka osób przygląda się kobiecie w czerwonym kasku jadącej skuterem po ulicy .	2.5	ENTAILMENT
4991	Trzy kobiety z bukietami kwiatów i w eleganckich sukniach stoją obok pięciu mężczyzn we frakach .	Dwie opalone kobiety grają w plażową piłkę siatkową .	0.33	NEUTRAL
4992	Duży czarny pies stoi w pobliżu choinki , trzymając doniczkę w pysku .	Mężczyzna w basenie obserwuje skaczące do wody dziecko , które ubrane jest w pomarańczowe rękawki do pływania .	0.0	NEUTRAL
4993	Gołębie są gonione na chodniku przez troje dzieci w mundurkach .	Troje dzieci w mundurkach goni gołębie na chodniku .	5.0	ENTAILMENT
4994	Zdjęcie jest robione jednocześnie aparatami fotograficznymi przez kilka osób .	Kilka osób jednocześnie robi zdjęcie aparatem fotograficznym .	5.0	ENTAILMENT
4995	Samochód jedzie .	Nocą , w rozświetlonym mieście , dwie osoby obejmują się , stojąc obok czerwonego samochodu .	0.67	NEUTRAL
4996	Stojąca obok kobieta z bagażami i białym krzyżem w ręce jest obserwowana przez dwóch mężczyzn na ławce .	Mężczyzna w białym kasku pracuje przy remoncie drogi .	0.67	NEUTRAL
4997	Policjant siedzi .	Policjant siedzi na tylnym kole zaparkowanego na ulicy policyjnego motocyklu .	2.5	ENTAILMENT
4998	Uśmiechnięty mężczyzna wyciera szmatką szybę .	Szyba jest wycierana szmatką przez uśmiechniętego mężczyznę .	5.0	ENTAILMENT
4999	Chłopiec w kaloszach stoi przy białej barierce z wędką w lewej ręce , prawą trzymając wyciągniętą przed siebie .	Kobieta w łyżwach klęczy na lodowisku , trzymając niebieski but od łyżew drugiej osoby .	1.0	NEUTRAL
5000	Kobieta siedzi na skale .	Kobieta siedzi na skale w pobliżu wodospadu .	4.17	ENTAILMENT
5002	Czarnowłosa kobieta nie stoi przy straganie z bananami , trzymając plastikowe torby .	Dziewczynka siedzi przy stole i trzyma talerz z deserem .	0.33	NEUTRAL
5003	Trzy osoby jadą na nartach po śniegu , a przy obładowanych rzeczami rowerach stoi czterech mężczyzn .	Dziewczynka z nartami na nogach i chłopiec z deską snowboardową jadą wyciągiem narciarskim .	1.0	NEUTRAL
5004	Kilka osób znajduje się tuż nad basenem .	Pies siedzi .	0.0	NEUTRAL
5005	Kilka osób siedzi przy stole w pomieszczeniu z nastrojowym oświetleniem , grając na instrumentach .	Duże psy oznaczone numerem biorą udział w wyścigu .	0.0	NEUTRAL
5006	Skok jest wykonywany na skoczni pokrytej śniegiem przez człowieka z nartami ubranego w czerwony kombinezon .	Człowiek z kijkami w rękach skacze na nartach .	3.0	NEUTRAL
5007	Skok na rowerze jest wykonywany przez chłopaka .	Chłopak wykonuje skok na rowerze , prostując ręce .	4.17	ENTAILMENT
5009	Mężczyzna idzie w stronę wody .	Mężczyzna z deską do pływania idzie po kamiennej konstrukcji w stronę wody .	3.33	ENTAILMENT
5011	Mężczyzna leży .	Mężczyzna leży na leżaku pod ścianą budynku .	4.0	ENTAILMENT
5013	Pies z otwartym pyskiem stoi na trawie zwrócony w kierunku lecącej piłki .	Człowiek przejeżdża na żółtym quadzie wzdłuż ogrodzenia .	0.17	NEUTRAL
5014	Chłopiec jeździ na rolkach .	Człowiek w zielonej bluzie zjeżdża na rolkach po poręczy koło schodów .	2.83	NEUTRAL
5015	Dwaj na biało ubrani mężczyźni idą po piasku , niosąc torby , koszyki i kolorowe dywaniki z frędzlami .	Dwaj mężczyźni w białych ubraniach widziani od tyłu , którzy są obładowani torbami i dywanami , idą .	3.17	NEUTRAL
5018	Człowiek siedzi w czerwonym samochodzie na placu zabaw .	Osoba siedzi w aucie stojącym na pasie drogowym , w pobliżu dużego mostu .	1.83	NEUTRAL
5019	Człowiek zjeżdża z góry na nartach .	Dwoje ludzi skacze na nartach za mężczyzną w zielonych goglach .	2.17	NEUTRAL
5020	Dziewczynka siedzi przy stole i trzyma talerz z deserem .	Dziewczynka z mokrymi włosami siedzi przy drewnianym stole , trzymając talerz z jedzeniem w rękach .	3.83	NEUTRAL
5022	Chłopiec o jasnych włosach łowi nad wodą ryby , stojąc za białym ogrodzeniem .	Wędka jest trzymana w rękach przez chłopca w czapce z daszkiem i kolorowej koszulce .	1.83	NEUTRAL
5023	Pies w obroży leży na boku w błocie .	Pies z dużymi uszami leży na boku w błocie .	3.33	NEUTRAL
5024	Ubrany na czarno mężczyzna i kobieta w bluzce w paski siedzą naprzeciwko siebie przy stoliku .	Mężczyzna i kobieta siedzą .	3.67	NEUTRAL
5025	Dwie osoby w strojach i maskach do szermierki nie walczą ze sobą na szpady na sali sportowej , na której przebywają też inne osoby .	Dwie osoby w strojach i maskach do szermierki walczą ze sobą na szpady na sali sportowej , na której przebywają też inne osoby .	3.67	CONTRADICTION
5026	Nocą , w mieście , które jest rozświetlone , dwie osoby obejmują się , stojąc obok czerwonego samochodu .	Mężczyzna z dużym brzuchem stoi obok czarnego samochodu terenowego .	1.17	NEUTRAL
5027	Człowiek w czarnym stroju i kominiarce gra na gitarze .	Człowiek w wojskowym stroju i kominiarce gra na gitarze .	3.5	NEUTRAL
5028	Chłopiec w przemoczonych spodniach ciągnie siedzące na małej przyczepie mniejsze dziecko .	Kobieta siedzi na skale w pobliżu wodospadu .	0.17	NEUTRAL
5029	Trzy dziewczyny i jeden chłopiec spędzają czas na trampolinie w zimowy dzień .	Rudowłosa dziewczyna siedzi na krokodylu , jednocześnie trzymając go za pysk .	0.17	NEUTRAL
5030	Dwa wielbłądy znajdują się na plaży , a w pobliżu okien siedzi dwójka dzieci .	Dwoje dzieci obserwuje pływającą za szklaną szybą fokę .	1.0	NEUTRAL
5031	Kobieta i mężczyzna całują się , stojąc boso na piasku .	Pies o biszkoptowym kolorze przebywa blisko innej dziewczynki .	0.0	NEUTRAL
5032	Mężczyzna siedzący na krześle śpi oparty o regał z książkami .	Mężczyzna śpi .	3.5	NEUTRAL
5033	Mężczyzna w niebieskim i chłopak w czerwonym stroju grają w hokeja na trawie .	Mężczyzna i chłopak grają w hokeja .	2.83	NEUTRAL
5034	Ręce są podstawiane pod pysk wielbłąda przez dziewczynkę .	Zwierzę je z ręki małej , uśmiechniętej dziewczynki .	3.0	NEUTRAL
5038	Dziewczynka w różowo - niebieskim stroju kąpielowym płynie na różowej desce , a obok niej płynie mężczyzna w czarnym ubraniu .	Mężczyzna przepływa obok dziewczynki w czepku , która unosi się na wodzie na różowej desce do pływania .	2.5	NEUTRAL
5039	Chłopiec z okularami pływackimi na głowie nie strzela z pistoletu wodnego pływając w basenie .	Chłopiec z okularami pływackimi na głowie strzela z pistoletu wodnego , pływając w basenie .	4.0	CONTRADICTION
5042	Człowiek w czarnym kombinezonie wykonuje skok nad falą na desce surfingowej .	Dwie dziewczyny z warkoczykami i jedna dziewczyna z kolorowymi włosami siedzą na piasku w kostiumach kąpielowych .	0.33	NEUTRAL
5043	Hot-dog jest trzymany w rękach przez kobietę z krótkimi włosami .	Kobieta z krótkimi włosami trzyma w rękach hot-doga .	5.0	ENTAILMENT
5044	Chłopiec w niebieskiej kurtce biegnie po śniegu , trzymając deskę , a za nim biegnie pies .	Pies biegnie za dzieckiem .	3.33	NEUTRAL
5045	Dwie osoby w kaskach stoją wśród dużej ilości kwiatów , podpierając się na kierownicy hulajnogi .	Dwie osoby w kaskach jadą po łące na pojazdach z kierownicami .	3.0	NEUTRAL
5046	Kobieta w kapeluszu z zasłoniętą twarzą płynie wąską łodzią z dużą ilością przedmiotów .	Uszkodzony samochód koloru białego stoi na lawecie dużego auta .	0.0	NEUTRAL
5048	Mały chłopiec stoi przed starszym mężczyzną siedzącym na walizce .	Starszy mężczyzna , obserwowany przez chłopca , gra na skrzypcach w parku , siedząc na walizce .	3.33	NEUTRAL
5049	Pięcioro dzieci siedzi jedno obok drugiego na śniegu w górach .	W górach , które są zaśnieżone , grupa osób siedzi na sankach .	2.17	NEUTRAL
5050	Ptak z zakrzywionym dziobem i obrączkami na nogach leci .	Dwa ptaki o długich szyjach i pomarańczowych dziobach stoją zwrócone ku sobie .	0.83	NEUTRAL
5051	Dwie dziewczynki podskakują z rozpostartymi rękami i nogami , obok nich podskakuje chłopiec , a mężczyzna siedzi nieopodal na krzesełku .	Mężczyzna w kasku i kamizelce wiosłuje w kajaku po wzburzonej wodzie .	0.17	NEUTRAL
5052	Chłopiec w zimowym stroju jedzie na łyżwach podtrzymywany przez dorosłą osobę .	Troje dzieci zbiega po trawiastym zboczu .	0.33	NEUTRAL
5053	Dwa jamniki biegną .	Trzy psy gonią piłkę po ziemi .	1.33	NEUTRAL
5054	Dwa białe psy idą koło siebie zwrócone tyłem do dwóch ciemnoszarych kotów .	Żaden pies nie skacze w pobliżu ogrodzenia .	0.83	NEUTRAL
5055	Podczas meczu piłki nożnej bramkarz leży na murawie , obok niego znajduje się dwóch graczy z przeciwnych drużyn , inni piłkarze idą w ich stronę , a piłka leci w stronę bramki .	Troje dzieci zbiega po trawiastym zboczu .	0.33	NEUTRAL
5057	Grupa osób ubranych w kaski i ochraniacze jedzie na wrotkach .	Kobieta w kolorowych szatach oraz druga kobieta siedzą w pobliżu czarnego zwierzęcia z zakręconymi rogami .	0.0	NEUTRAL
5059	Dorosła kaczka i kilka małych kaczek siedzą na drewnianej ławce .	Dorosła kaczka i kilka małych kaczek siedzą na dużym kamieniu .	3.83	NEUTRAL
5060	Osoba w niebieskiej kurtce , która jest obserwowana przez innych ludzi w czapkach i kurtkach , wykonuje na śniegu skok na snowboardzie .	Kilka osób obserwuje , jak człowiek w niebieskiej kurtce skacze z deską snowboardową po pagórkowatym terenie .	3.83	NEUTRAL
5062	Chłopiec skacze w ubraniu do wody ze zgiętymi nogami .	Czterech chłopaków z plecakami idzie ścieżką wśród traw i kamieni , a w oddali idzie piąta osoba .	0.5	NEUTRAL
5063	Kilka osób znajduje się przy stole .	Kilka osób znajduje się przy stole , przy którym siedzi para młoda na ozdobnych krzesłach .	3.67	ENTAILMENT
5064	Dwie dziewczynki stojące blisko siebie trzymają razem w rękach aparat fotograficzny .	Dziewczynka z zegarkiem na ręce spogląda przez obiektyw aparatu fotograficznego .	2.33	NEUTRAL
5065	Nikt nie płynie łodzią .	Dziewięć osób płynie po wodzie długim kajakiem .	2.83	CONTRADICTION
5066	Kobieta i dwóch mężczyzn leżą w czarnych fotelach do masażu .	Nikt nie siedzi na ławce .	1.0	NEUTRAL
5067	Mężczyzna w kapeluszu podskakuje obok jasnobrązowego konia .	Mężczyzna podskakuje .	2.83	NEUTRAL
5068	Czarno - biały ptak z pomarańczowym dziobem pluszcze się w wodzie wśród kamieni .	Czarno - biały ptak z pomarańczowym dziobem chlapie dookoła siebie wodą .	4.33	NEUTRAL
5069	Mały chłopiec skacze na podwórku wśród kur .	Żaden ptak nie leci .	0.0	NEUTRAL
5070	Człowiek biegnie w kierunku niebieskiego budynku , z którego wydobywają się kłęby ciemnego dymu .	Nikt nie biegnie w kierunku niebieskiego budynku .	3.67	CONTRADICTION
5071	Biały ptak z pomarańczowym dziobem pluszcze się w wodzie wśród kamieni .	Czarno - biały ptak z pomarańczowym dziobem pluszcze się w wodzie wśród kamieni .	4.0	NEUTRAL
5072	Dwie krowy , brązowa i czarna , biegną po trawie , mając za sobą psa i ogrodzenie .	Dwa duże zwierzęta , czarne i brązowe , biegną zwrócone tyłem do znajdującego się w pobliżu psa .	3.83	NEUTRAL
5074	Dziewczyna w czerwonym stroju , która jest podrzucona do góry przez mężczyznę , spada do wody .	Dziewczyna w czerwonym stroju , podrzucona do góry przez mężczyznę , spada do wody .	4.17	ENTAILMENT
5075	Człowiek w białej kurtce nie przeskakuje na desce snowboardowej nad wzniesieniem .	Człowiek w pomarańczowych spodniach skacze wysoko z deską snowboardową .	2.0	NEUTRAL
5077	Trzy osoby z plecakami widziane od tyłu stoją na śniegu z nartami na nogach , a przed nimi idą na nartach dwie kolejne osoby .	Ciemno ubarwiony ptak leci z gałązką w dziobie .	0.0	NEUTRAL
5078	Kilku mężczyzn płynie po wodzie łodzią , którą przewożą motocykl , rowery i wiele innych rzeczy .	Chłopiec w czapce z daszkiem i kolorowej koszulce trzyma w rękach wędkę .	0.0	NEUTRAL
5080	Osoba w czarno - różowym stroju jedzie na monocyklu w czasie parady .	Samochód wyścigowy stoi wśród dymu na torze z pełną widownią .	0.5	NEUTRAL
5081	Mężczyzna w okularach przeciwsłonecznych wraz z małym chłopcem płyną żółtym kajakiem .	Dwie kobiety i mężczyzna siedzą przy stole w pokoju z dużą ilością zdjęć na ścianie .	0.5	NEUTRAL
5083	Brązowo - biały pies biegnie po piachu z otwartym szeroko pyskiem , do którego wpada piłka .	Brązowy pies biegnie po piachu z otwartym szeroko pyskiem , do którego wpada piłka .	4.0	NEUTRAL
5084	Kobieta w okularach patrzy przez obiektyw aparatu w czasie , kiedy pada śnieg .	Kobieta w kapeluszu patrzy przez obiektyw aparatu w czasie , kiedy pada śnieg .	4.0	NEUTRAL
5085	Biała kaczka stoi w wodzie z rozpostartymi skrzydłami .	Kaczka stoi .	2.67	NEUTRAL
5086	Dziewczynka siedzi na ramionach mężczyźnie .	Mała dziewczynka o rudych włosach siedzi na barkach ciemnookiego mężczyzny w czapce baseballowej .	3.83	ENTAILMENT
5087	Dwie kobiety w skąpych strojach idą po piasku .	Trzy dziewczynki w różowych bluzkach wykonują akrobacje w płytkiej wodzie .	0.5	NEUTRAL
5088	Kobieta w brudnym kombinezonie maluje mały obrazek na świeżym powietrzu .	Kobieta , która jest ubrana w kombinezon ochronny , maluje niewielki obraz .	3.83	NEUTRAL
5090	Młody człowiek w ciemnej marynarce śpi z torbą na kolanach i głową , która jest podparta o poręcz .	Mężczyzna z żółtą i białą reklamówką w ręce stoi na przystanku obok autobusu .	0.33	NEUTRAL
5093	Nikt nie siedzi na betonowych schodach .	Grupa uśmiechniętych ludzi siedzi na betonowych schodach .	3.0	CONTRADICTION
5094	Dziewczynka na rolkach , ubrana w kask i ochraniacze , siedzi na betonie .	Duży biało - brązowy pies podskakuje naprzeciwko mniejszego psa o długich uszach .	0.0	NEUTRAL
5095	Dziewczynka w stroju do sztuk walki , podskakując , kopie w materac , który jest trzymany przez klęczącego chłopaka .	Człowiek w białej koszuli wyciąga przed siebie miecz , a dwie kobiety siedzą na ławce .	0.5	NEUTRAL
5096	Dwaj ubrani na czarno mężczyźni pływają na deskach niedaleko brzegu .	Mężczyzna stoi na desce surfingowej i płynie po wodzie , wiosłując kijem .	1.67	NEUTRAL
5097	Troje dzieci w mundurkach goni gołębie na chodniku .	Dziewczynka i chłopiec biegną w kierunku zgromadzonych gołębi .	2.83	NEUTRAL
5098	Sześć łodzi z dwuosobowymi załogami płynie po wodzie .	Niedaleko siebie płynie kilka pontonów motorowych , a w każdym z nich siedzą dwie osoby .	2.5	NEUTRAL
5099	Mężczyzna uczepiony z tyłu zatłoczonego samochodu gra na akordeonie .	Mężczyzna w turbanie trzymający flet i chłopiec w czapce siedzą pod ścianą budynku .	1.0	NEUTRAL
5101	Dwaj na biało ubrani mężczyźni idą po piasku , niosąc torby , koszyki i kolorowe dywaniki z frędzlami .	Osoby w kaskach jadą na deskorolkach po krętej asfaltowej drodze .	0.0	NEUTRAL
5102	Mężczyzna w czerwonej bluzie nie stoi obok żółtego kajaka na skalistym brzegu .	Mężczyzna w czerwonej kurtce i krótkich spodenkach stoi na skale obok żółtego kajaka .	3.0	NEUTRAL
5103	Kilka osób obserwuje zawodników uprawiających narciarstwo biegowe .	Zawodnicy uprawiający narciarstwo biegowe są obserwowani przez kilka osób .	4.83	ENTAILMENT
5104	Strażacy stoją przy wozie , z którego leje się woda na płonącą stertę desek .	Cztery dziewczynki bawią się na trampolinie ustawionej na śniegu .	0.33	NEUTRAL
5105	Kobieta i mężczyzna schodzą po wąskich schodach , trzymając się poręczy wykonanej z liny .	Grupa siedzi przy ognisku .	0.17	NEUTRAL
5106	Dziewczynka wskazuje palcami na dużą rybę , która jest złowiona przez chłopca .	Dziewczynka wskazuje palcami na złowioną przez chłopca dużą rybę .	5.0	ENTAILMENT
5108	Trzej mężczyźni w zielonych bluzkach stoją obok siebie w różnych pozach , trzymając się za ręce , a za nimi stoi czwarty mężczyzna .	Człowiek siedzi w czerwonym samochodzie w pobliżu mostu .	0.17	NEUTRAL
5109	Dwie dziewczyny piją piwo z butelek , siedząc na podłodze .	Piwo jest pite z butelek przez dwie dziewczyny .	4.0	NEUTRAL
5110	Dziewczyna w czarnym stroju z czerwonym pasem stoi w rozkroku , zaciskając jednocześnie pięści .	Ludzie zgromadzeni na trawie obserwują kolorowe balony powietrzne .	0.17	NEUTRAL
5112	Kobieta w kostiumie kąpielowym , czapce z daszkiem i okularach przeciwsłonecznych leży na brzuchu na plaży , podpierając się na łokciach .	Mały , jasny ptak pochyla głowę w stronę leżącego obok okruszka .	0.0	NEUTRAL
5113	Kobieta siedzi w niewielkim , czarnym samolocie zawieszonym na metalowej konstrukcji .	Dziecko siedzi w zawieszonym pod sufitem małym samolocie .	2.17	NEUTRAL
5115	Mężczyzna wykonuje skok .	Mężczyzna w kasku i czarnej kurtce wykonuje skok , jadąc na quadzie .	3.5	ENTAILMENT
5116	Pięć osób gra na instrumentach smyczkowych , patrząc na nuty .	Mężczyzna w kapeluszu siedzi z gitarą wśród zieleni nad wodą .	1.0	NEUTRAL
5117	Gitara jest trzymana w rękach przez dwóch mężczyzn ubranych na biało na scenie .	Dwaj mężczyźni w białych strojach grają na gitarach , klęcząc .	3.67	NEUTRAL
5118	Dziecko w zimowym stroju siedzi na okrągłych sankach na śniegu .	Dwaj mężczyźni stoją na saniach , które są ciągnięte po śniegu przez psi zaprzęg .	1.67	NEUTRAL
5119	Człowiek w niebieskiej kurtce skaczący z deską snowboardową po pagórkowatym terenie jest obserwowany przez kilka osób .	Kilka osób obserwuje , jak człowiek w niebieskiej kurtce skacze z deską snowboardową po pagórkowatym terenie .	5.0	ENTAILMENT
5120	Dziewczynka w zimowym stroju siedzi na śniegu na czerwonych sankach .	Kobieta w kurtce i czapce trzyma aparat stojący na statywie .	0.83	NEUTRAL
5122	Mężczyzna z czerwonym plecakiem wypada z kajaka do wody .	Kobieta w kapeluszu wraz z psem siedzi na podłodze , trzymając nad głową wiosło .	0.33	NEUTRAL
5123	Chłopiec w kamizelce skacze do wody , trzymając rękę przy twarzy .	Żadna osoba nie skacze do wody , zatykając nos .	2.5	NEUTRAL
5125	Dwóch bokserów walczy ze sobą na ringu .	Dwóch bokserów walczy ze sobą .	4.33	NEUTRAL
5127	Ludzie w kaskach jadą pochyleni na rolkach po asfaltowej drodze .	Kobieta stojąca pod płotem przygląda się kilku osobom przejeżdżającym na rolkach po drodze asfaltowej .	2.33	NEUTRAL
5128	Kobieta , która stoi pod płotem , przygląda się kilku osobom , które przejeżdżają na rolkach po drodze asfaltowej .	Ludzie w kaskach jadą pochyleni na rolkach po asfaltowej drodze .	2.83	NEUTRAL
5129	Czarno - biały pies z obrożą na szyi płynie po wodzie z kijem w pysku .	Kobieta z kolczykiem w okolicy pępka biegnie z numerem startowym na biodrach .	0.0	NEUTRAL
5130	Duża bańka mydlana jest puszczana przez dziewczynę w okularach .	Mężczyzna z brodą siedzi w pomieszczeniu , w którym znajdują się odznaki , naramienniki oraz czapki i inne elementy odzieży .	0.0	NEUTRAL
5131	Trzy osoby jadą na nartach po śniegu , a za nimi stoi czterech mężczyzn .	Skok narciarski jest wykonywany na skoczni przez człowieka .	1.0	NEUTRAL
5132	Trzy starsze kobiety , w tym dwie podpierające się laską , nie idą obok siebie .	Trzy starsze kobiety , w tym dwie podpierające się laską , idą obok siebie .	4.33	CONTRADICTION
5133	Dwie dziewczynki podskakują z rozpostartymi rękami i nogami , obok nich podskakuje chłopiec , a mężczyzna siedzi nieopodal na krzesełku .	Kobieta w sportowym stroju i słuchawkach biegnie po chodniku .	0.33	NEUTRAL
5135	Dziewczynka o rudych , kręconych włosach skacze na chodniku w pobliżu łabędzia .	Kaczka płynie .	0.33	NEUTRAL
5136	Mężczyzna stoi na desce surfingowej i płynie po wodzie , wiosłując kijem .	Dwaj mężczyźni pływają na deskach niedaleko brzegu .	1.33	NEUTRAL
5137	Kobieta w kasku i sportowym stroju idzie po trawie , prowadząc na smyczy długowłosego psa .	Pięć kobiet stoi jedna obok drugiej na trawie z trzema psami .	2.17	NEUTRAL
5138	Pięć kaczek idzie , obok idzie też pies .	Pięć kaczek spaceruje po trawie w pobliżu czarno - białego psa .	2.83	NEUTRAL
5139	Niebieski samochód jedzie , wzbijając tumany kurzu , a zdjęcia są mu robione przez ludzi .	Brudny samochód terenowy stoi zapadnięty w błocie .	1.0	NEUTRAL
