pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
9198	Kobieta w niebieskich dżinsach stoi przed grupą dzieci niedaleko kamiennego domu	Żadna pani nie stoi na ulicy i jest otoczana przez dzieci w wieku szkolnym	3.2	NEUTRAL
9200	Na ulicy stoi pani, którą otaczają dzieci w wieku szkolnym	Mężczyzna w niebieskich dżinsach stoi przed grupą dzieci obok kamiennego domu	2	NEUTRAL
9211	Facet skacze w powietrze w lesie	Chłopak wyskakuje w powietrze na zalesionym terenie	4.3	NEUTRAL
9224	Pies biegnie z piłką	Czarny pies nosi niebiesko-białą piłkę w ustach	4	NEUTRAL
9242	Mężczyzna w kolorze niebieskim pozuje do zdjęcia obok pojazdu	Mężczyzna stoi za kierownicą klasycznego amerykańskiego samochodu z otwartymi drzwiami i bagażnikiem	3.2	NEUTRAL
9287	Mężczyzna zjeżdża na nartach z góry i skacze na czerwoną przeszkodę	Mężczyzna jeździ na snowboardzie po poręczach w śniegu	3.1	NEUTRAL
9303	Deskorolkarz skacze w powietrzu	W powietrzu skacze deskorolkarz	4.9	ENTAILMENT
9314	Snowboardzista szlifuje długą betonową szynę	Człowiek robi akrobacje na snowboardzie	3.3	NEUTRAL
9336	Grupa ludzi idzie ulicą, a osoba w zielonym kapeluszu rozmawia przez telefon	Cztery osoby idą chodnikiem po mieście, a ten w zielonym kapeluszu dzwoni do kogoś	4.2	NEUTRAL
9359	Surfer surfuje na wielkiej fali	Surfer surfuje na ogromnej fali	4.9	ENTAILMENT
9371	Osoba z czerwoną kurtką w kapturze i czarnym plecakiem idzie w pobliżu skalistej ściany	Mężczyzna w czerwonej kurtce i spodniach w kolorze khaki spacerują po europejskim państwie	3	NEUTRAL
9380	Zawodnicy manewrują piłką nożną	Mężczyzna w zieleni kopie piłkę nożną, a mężczyzna na fioletowo-biało podnosi się	3.5	NEUTRAL
9401	Mężczyzna ubrany w skórzane czapsy i fioletową koszulę stoi przed kimś, kto patrzy	Mężczyzna mający na sobie fioletową koszulę i czarne skórzane czapsy pozuje do kamery	3.3	NEUTRAL
9424	Pies znajduje się w piaszczystym obszarze z piaskiem, który unosi się i jest mieszany w powietrzu, a kilka roślin znajduje się w tle	Pies jest w piasku, który unosi się w powietrzu	4.1	NEUTRAL
9425	Żaden pies nie jest w piasku, który wieje na wietrze	Pies znajduje się w piaszczystym obszarze z piaskiem, który unosi się i jest mieszany w powietrzu, a kilka roślin znajduje się w tle	4	CONTRADICTION
9433	Czarno-biały pies biegnie na zielonym podwórku	Biało-czarny pies biegnie na zewnątrz	4.4	ENTAILMENT
9452	Pies skacze w powietrzu na wsi	Pies skacze w cieniu drzew	3.7	NEUTRAL
9453	Pies skacze w cieniu drzew	Kot skacze wysoko w powietrze na wsi	1.6	NEUTRAL
9490	Grono czterech brązowych psów bawi się na polu z brązową trawą	Cztery psy nie bawią się na trawiastym terenie	4	CONTRADICTION
9500	Duży brązowo-biały nakrapiany pies leży na kurtce na ulicy	Pies robi sobię drzemkę w parku	2.9	NEUTRAL
9545	Mężczyzna na żółtym rowerze sportowym robi kółeczko, a przyjaciel na czarnym rowerze nadrabia dystans	Kolarz ubrany na pomarańczowo jedzie motocyklem na jednym kole	2.8	NEUTRAL
9571	Starszy mężczyzna siedzi na ławce i ma na sobie szarą kurtkę i czarne spodnie	Mężczyzna w podeszłym wieku siedzi na ławce	4.5	ENTAILMENT
9584	Kobieta trzyma pędzel przy sztaludze	Pani trzyma pędzel przy sztaludze	4.9	ENTAILMENT
9623	Mężczyzna ma na sobie niebieską koszulę i idzie boso po korcie tenisowym	Kobieta ma na sobie niebieską koszulę i idzie boso po korcie tenisowym	3.6	NEUTRAL
9669	Młoda dziewczynka bawi się na krawędzi fontanny, a starsza kobieta patrzy na nią	Młoda dziewczynka bawi się na krawędzi fontanny, a starsza kobieta przygląda się jej	4.8	ENTAILMENT
9677	Młoda dziewczynka bawi się na krawędzi fontanny, a starsza kobieta przygląda się jej	Mała dziewczynka i kobieta w żółtej koszuli zostały ochlapane przez fontannę miejską	3.5	NEUTRAL
9706	Na polu stoi czarno-biały pies z dużą gałęzią	Na polu biegnie czarno-biały pies z dużą gałęzią	4.2	CONTRADICTION
9713	Czarno-biały pies nosi ogromny kij na zielonej trawie	Na polu biegnie czarno-biały pies z dużą gałęzią	4.5	ENTAILMENT
9722	Chłopiec biegnie przez piasek	Chłopiec w pasiastej koszuli biegnie boso na piaszczystym wzgórzu	3.9	NEUTRAL
9745	Dwóch młodych chłopców patrzy na kamerę, a jeden wystawia język	Chłopiec wystawia język do aparatu, a inny chłopiec patrzy na kamerę	4.4	NEUTRAL
9747	Mały chłopiec wystawia język do aparatu, a inny chłopiec patrzy na kamerę	Dwoje dzieci patrzy na kamerę, a jedno wystawia język	4.4	ENTAILMENT
9759	Śmiejące się dziecko trzyma pistolet na wodę i jest spryskiwane wodą	Osoba w niebieskiej kurtce wskakuje na wysoką cementową ścianę	1.1	NEUTRAL
9763	Ktoś kroi grzyby	Słoń jest dosiadany przez kobietę	1	NEUTRAL
9771	Dwoje małych dzieci bawi się na ulicy zabawkowym samochodem	Pies biegnie przez pole i goni za zabawką	1.4	NEUTRAL
9788	Mężczyzna gra na gitarze elektrycznej	Grupa ludzi trzyma napoje i wskazuje na kamerę	1	NEUTRAL
9789	Dziewczynka w złocie i fiolecie trzyma afgańską tęczę	Mężczyzna kuca w zaroślach i robi zdjęcie	1	NEUTRAL
9822	Dwie osoby jedzą na rowerze	Ćwiczący skoczek wyrzuca snowboard innej osoby w powietrze	2	NEUTRAL
9838	Zespół gra na niektórych instrumentach	Młoda, naga kobieta jest pokryta farbą	1	NEUTRAL
9843	Rodzina kupuje coś w automacie	Mężczyzna w garniturze stoi przy mikrofonie i śpiewa	1	NEUTRAL
9869	Rower jest używany do przejeżdżania nad małpą	Osoba jedzie na brudnym rowerze po zmiemistym wzgórzu	2.8	NEUTRAL
9880	Rowerzysta odjeżdża od ogrodzenia	Mężczyzna tańczy na drodze	1.2	NEUTRAL
9931	Kobieta gra na gitarze elektrycznej	Dziecko gra na gitarze	3	NEUTRAL
9963	Zwierzę jest wypasane na trawie	Policjant siedzi na rowerze policyjnym	1	NEUTRAL
9975	Pies chapie krople wody	Dziewczynka w zespole gra na instrumencie	1	NEUTRAL
9988	Młody mężczyzna spycha motocykl motocrossowy w dół góry ziemi	Pies płynie po piłkę tenisową	1	NEUTRAL
